Nr DIEx DA MISSÃO	EVENTO OU MISSÃO	PRAZO	DIAS PARA O EVENTO	MILITAR RESPONSÁVEL	SITUAÇÃO	CLASSE	DATA DA ÚLTIMA ATUALIZAÇÃO COM O E-4	ANOTAÇÕES	Nr DIEx ENCAMINHAMENTO PARA OMDS	Nr DIEx PARA O ESC SUPERIOR
722-Cia C Bda Inf Amv	prospecção de projetos para a carteira do Programa de Parcerias de Investimentos (PPI) - Resposta E4	16 jun.	-30	Maj Filipe	ACOMPANHAR	Cl IX	10 jun.	"1. Verificar o documento, despachar comigo e agendar com o ST Caio uma data para despacho com o Cmt
2. Rlz o despacho com o Cmt e ele pediu para revisar o estudo
3. Cmt Cia Cmdo ficou de despachar até dia 12 Jun"	DIEx nº 1852-Asse Infraestrutura/Cmdo Bda Inf Amv/Bda Inf Amv, de 10 MAR 26.	DIEx nº 399-S4/Cia C Bda Inf Amv - Não há projetos
10338-DS/COpLog/COLOG	migração dos itens incluídos com número proposta no SISCOFIS - correção de dados(Cmdo Bda Inf Amv - OM / antigo Cmdo 12ª Bda Inf L Amv - OM)	17 jun.	-29	Ten Glauco	RESOLVIDO	Patrimônio		"Divulgar para as OMDS e cobrar resposta até o prazo de 17 Jun

- 12ª Cia E Cmb Amv ok
- 6º Bi Amv - aguardando ação da Base
- 22º B Log Amv -  encontrados  1034  itens,  dos  quais  916itens foram corrigidos
- 12º Pel PE - ok
- 1º Esqd C Amv - em processo de migração
- 2º BI Amv - em processo de migração
- 20º GAC Amv - em processo de migração
- 12ª Cia Com Amv - ok
- Cia Cmdo - Sol Ap da Base
- 5º Bi Amv - ok"	"4572-E-4/EMG/Cmdo Bda Inf Amv

5580-E-4/EMG/Cmdo Bda Inf Amv (Base)"	"4700-E-4/EMG/Cmdo Bda Inf Amv

2538-E4/2ª DE

5472-E-4/EMG/Cmdo Bda Inf Amv"
"9472-Escalão Logístico/2ªRM

2445-E4/2ª DE"	Seç Plj Coor - itens com número proposta incluídos na carga geral - correção de dados -Circular	17 jun.	-29	Ten Glauco	ACOMPANHAR	Patrimônio		encaminha orientações do COLOG sobre a necessidade de verificação e correção dos itens com número de proposta existentes nas cargas gerais das OM no SISCOFIS	"4556-E-4/EMG/Cmdo Bda Inf Amv

4572-E-4/EMG/Cmdo Bda Inf Amv"	4700-E-4/EMG/Cmdo Bda Inf Amv
2301-E4/2ª DE	itens com número proposta incluídos na carga geral - correção de dados	17 jun.	-29	Ten Glauco	ACOMPANHAR	Patrimônio		"orientações do COLOG sobre a necessidade de verificação e correção dos itens com número de proposta existentes nas cargas gerais das OM no SISCOFIS. 
Documentos com o mesmo teor: DIEx nº 9215-DS/COpLog/COLOG e DIEx nº 10338-DS/COpLog/COLOG"	"4556-E-4/EMG/Cmdo Bda Inf Amv 

4572-E-4/EMG/Cmdo Bda Inf Amv"	4700-E-4/EMG/Cmdo Bda Inf Amv
2709-E4/2ª DE	pedido de Fz IA2 - recompletamento - atualização de situação	17 jun.	-29	ST Richardson	RESOLVIDO	Cl V		"Verificar se mantem os dados Info nos DIEx:
- 11042-E-4/EMG/Cmdo Bda Inf Amv; 685-S/4/CMDO e 947-S/4/CMDO (Resposta ao DIEx nº 5798E4-EMG)"	"5798-E-4/EMG/Cmdo Bda Inf Amv
"	"6202-E-4/EMG/Cmdo Bda Inf Amv
e
 3125-E4/2ª DE"
5095-E-4/EMG/Cmdo Bda Inf Amv	apoio de viatura   	17 jun.	-29	ST Valter	ACOMPANHAR	Trnp	10 jun.	"Apoio de Vtr ao CCOMSEx (Sd  e estudantes

- Sinalizado como positivo o Ap "	-	-
1352-DIV PROD/CCOMSEx	solicitação de apoio de Vtr - Equipe de Cobertura jornalística (Certificação da 12ª BdaInf L Amv)	17 jun.	-29	Ten Glauco	ACOMPANHAR	Trnp		"Apoio de Vtr ao CCOMSEx (Sd  e estudantes

- Sinalizado como positivo o Ap "		
2738-E4/2ª DE	(DOCUMENTO SOB RESTRIÇÃO DE ACESSO) transferência de itens do Projeto COBRA ao71º BI Mtz para Op CORE 26/27 - resposta	17 jun.	-29	Maj Filipe	ACOMPANHAR	MEM		"Material enviado ao 71º BI Mtz por ocasião da Op CORE
DIEx nº 8392-Cmdo Bda Inf Amv/Bda Inf Amv de 25 de Setembro de 2025"	-	-
1056-E4/2ª DE	solicitação de Relatório de Desempenho de Material (RDM) – SMEM do Projeto COBRA	18 jun.	-28	Ten Glauco	RESOLVIDO	PREPARO F TER		"1. RDM deverá ser remetido a este G Cmdo Op até 20 JUN 26.
2. Documento de encaminhamento ao 5º BI Amv confeccionado

3. Resposta do 5º BI"	2091-E-4/EMG/Cmdo Bda Inf Amv	4230-E-4/EMG/Cmdo Bda Inf Amv
11713-SvPatmMA/2ªRM	Bloqueio imposto pelo Decreto nº 12.990 (DPOF) sobre os recursos da AO 219D - FM20- Manutenção de Aquartelamento	18 jun.	-28	Maj Filipe	RESOLVIDO	Orçamentário		Documento Divulgado pelo E10	-	-
5924-DSC/Ch Prep F Ter/COTER	Disseminação de boas práticas observadas na certificação da Brigada de Infantaria Aeromóvel (Simulação Construtiva 2026).	18 jun.	-28	Maj Filipe	RESOLVIDO	PREPARO F TER		Trata sobre a certificação da Bda Inf Amv, na fase da simulação construtiva, com acompanhamento do Preparo da FTer e as boas práticas a ser adotadas nas demais certificações. Encaminhar para as demais OMDS para conhecimento.	5546-E-4/EMG/Cmdo Bda Inf Amv	-
1949-FISC/DA/BASE AD	Solicitação de análise e processamento de despesas de exercícios anteriores (DEA) - 3°Sgt Cavalcante (20º GAC Amv)	18 jun.	-28	Ten Glauco	RESOLVIDO	Orçamentário		Indenização de transporte de bagagem na mesma sede referente 3º Sgt Rafael de Moraes Cavalcante	-	DIEx nº 3034-E10/2ª DE
56-Nu 2ª Cia Prec	tabela de necessidades de munição da 2ª Cia Prec (REMESSA)	18 jun.	-28	ST Richardson	ACOMPANHAR	Cl V		Sol de Cl V para a 2ª Cia Prec		
2934-S4/6° BI Amv	Transferência patrimonial - PCA 6º BI Amv - Bda Inf Amv (SOLICITAÇÃO)	18 jun.	-28	ST Richardson	ACOMPANHAR	Cl III - Comb		"- O 6º BI Sol corretamente o valor SIAF à Ch Sup
- Recebimento de carga líquída OD"		
"5359-Asse Gestão/Cmdo Bda Inf Amv/Bda Inf Amv

5676-Asse Gestão/Cmdo Bda Inf Amv/Bda Inf Amv"	Cálculo de Indicadores de Desempenho do Cmdo no Módulo de Gestão do GPEX.	18 jun.	-28	Ten Glauco	ACOMPANHAR	-		"solicito, que seja realizado a inserção dos dados no Módulo deGestão do GPEx, referentes ao ano de 2025 e 2026, de acordo com as orientações contidas nosdocumentos em anexo

ID 02.08– ÍNDICE DE DESEMPENHO NA DISPONIBILIDADE DE VTR ADM DO CMDO BDA INF AMV."		
11515-SPM/Escalão de Pessoal /2ªRM	solicitação de divulgação da concessão de desconto do Programa Mecenas (RegiõesMilitares)	18 jun.	-28	Ten Glauco	ACOMPANHAR	-		Concessão de 30% de desconto nadiária dos Meios de Hospedagem do Exército aos aderentes do Programa de Incentivo à Culturado EB (Programa Mecenas), a partir de 1º julho do corrente ano, para conhecimento eampla difusão.		
"11276-Escalão Logístico/2ªRM

2634-E4/2ª DE"	Orientações sobre suporte técnico, canais de atendimento e responsabilidadesdosmódulos do SIGELOG e SISCOFIS	18 jun.	-28	Ten Glauco	ACOMPANHAR	Trnp		Orientações do C Op Log sobre o suporte técnico, sanação de dúvidas eabertura de chamados nos sistemas SISCOFIS e SIGELOG - Dúvidas Maj Willen (Chefe da Seção de Planejamento e Coordenação/Esc Log 2ª RM) pelo telefone (11) 3278-4146.		
1960-S4/EM/20º GAC Amv	Estágio de Manutenção de 2º e 3º Escalão do Morteiro Médio 81 mm e MorteiroPesado 120 mm - (RESPOSTA)	18 jun.	-28	ST Valter	ACOMPANHAR	-		A 3º Sgt ANDRESSA ROSA DOS SANTOS DA SILVA, do 20º GAC Amv, foi designada a realizar o referido estágio.		
2087-DA/5º BIL	Indenização de Transporte de Bagagem na mesma sede - CAP SARMENTO (SOLICITA)	19 jun.	-27	Ten Glauco	RESOLVIDO	Orçamentário		Processo de Indenização de bagagem de mesma sededo Cap Sarmento - 5º BI Amv. 	-	"- DIEx nº 5554-E-4/EMG/Cmdo Bda Inf Amv, de 19 JUN 26
e
DIEx nº 3035-E10/2ª DE para CMSE

- DIEx nº 2833-E10/2ª DE para CMSE"
1198-Div Op/3º CTA	Indisponibilidade temporária do serviço de correio eletrônico institucional.	19 jun.	-27	Ten Glauco	ACOMPANHAR	-		atualização da plataforma de correio eletrônico Zimbra foi remarcada para o períodocompreendido entre 19 JUN 26 (sexta-feira), às 18h00, e 20 JUN 26 (sábado), às 08h00.		
1616-S4/5º BI	Relatório de Desempenho de material 	20 jun.	-26	Ten Glauco	RESOLVIDO	MEM		O 5º BI Amv entregou o RDM do Visor de observação indireta de tiro (VOIT). Enviar para a 2ª DE	-	4230-E-4/EMG/Cmdo Bda Inf Amv
542-E4/2ª DE	 Cl IX - planilha com a previsão inicial de Vtr Op e Adm a serem alienadas em2026_CMSE_2DE	20 jun.	-26	ST Valter	PRAZO DE RESPOSTA	Cl IX		- Verificar se o 22º B Log enviou os dados dos processos de Alienação de Bens Móveis Inservíveis, na modalidade de leilão com pagamento por permuta à 2 RM		
811-4° Seção/12ª Cia Com Amv	(SOLICITAÇÂO) Cota de combustível para o ETTR/SU	22 jun.	-24	ST Richardson	RESOLVIDO	Cl III - Comb		"A 12ª Cia Com Amv solicita 163 L de óleo Diesel para o abastecimento da viatura C2 a fim de utilizá-la no ETTR/SU.

- Rlz remanejamento de 300 l no DIEx 5341-E-4/EMG/Cmdo Bda Inf Amv"	-	5341-E-4/EMG/Cmdo Bda Inf Amv
2741-E3/E5/2ª DE	Inscrições EMobMat 2026 - EAD/CMSE - encaminho	22 jun.	-24	Maj Filipe	ACOMPANHAR	Orçamentário		"1. A 3ª Seção/Bda está confeccionado o DIEx para as OMDS

2. Retificado o DIEx de encaminhamento"		-
293-COL/22º B Log Am	Ordem de Operações e Cronograma da Inspeção Técnica e Apoio Direto - 2026	22 jun.	-24	ST Valter	ACOMPANHAR	Mnt		- Ap Dto 22º B Log Amv ao 22º B Log Amv		-
4922-E-4/EMG/Cmdo Bda Inf Amv	IAUEx	23 jun.	-23	Maj Filipe	RESOLVIDO	-		Inspeção no 2º BI Amv	-	-
 5781-Seç Tir Mun/DIM/Ch Prep F Ter	apoio de viatura ao COTER - Cel Landim e TC Nava	23 jun.	-23	Ten Glauco	RESOLVIDO	Trnp		"Sol Ap de Vtr à Cia Cmdo

- A Cia Cmdo Rlz o Ap 
- Contato do Mot enviado ao Cel Nava"	5097-E-4/EMG/Cmdo Bda Inf Amv	-
2715-E4/2ª DE	Solicitação de 1 (uma) VTE Amb UTI para o Exercício Tático com Tiro Real (ETTR) - NívelSU - Resposta	23 jun.	-23	ST Valter	RESOLVIDO	PREPARO F TER		"A AMAN irá apoio o ETTR - nível SU com uma VTE ambulância UTI 

Militar responsável: 3º Sgt Willyan (Aux da Garagem do HMR), tel:(24) 98175-9879"	-	-
AUTO	Desfazimento de capacetes e coletes balísticos fora de validade.	23 jun.	-23	Cap Luis Augusto	PRAZO DE RESPOSTA	Desfazimento				
4468-Seç Plj /EMG/Cmdo Bda Inf Amv	Ordem de Instrução da Simulação Viva da Certificação 2026 - REMESSA	23 jun.	-23	Maj Filipe	PRAZO DE RESPOSTA	PREPARO F TER		 Ao término do exercício, preencher os dados de Log do Relatório até o dia 23 Jun 26		-
4874-E-3/EMG/Cmdo Bda Inf Amv	 Ordem de Instrução Nr 20 – E3/ Bda Inf Amv - Exercício Tático com Tiro Real de Subunidade - ETTR SU	23 jun.	-23	Ten Glauco	PRAZO DE RESPOSTA	PREPARO F TER		"- Sol Mun para o ETTR
- Sol Vtr 1 UTI - Ok
- Falta Sol Prancha para Co z Campanha
- Brifado com o 1º BESE sobre o Ap para tocas"	-	"4743-E-4/EMG/Cmdo Bda Inf Amv

4949-E-4/EMG/Cmdo Bda Inf Amv

2640-E4/2ª DE"
2705-E4/2ª DE	distribuição de rações operacionais Tipo R/2 para o Segundo Semestre/2026	23 jun.	-23	Ten Glauco	PRAZO DE RESPOSTA	Cl II				
3027-S4/6° BI Amv	Transferência patrimonial - PCA 6º BI Amv - Bda Inf Amv (	23 jun.	-23	ST Richardson	ACOMPANHAR	Cl III - Comb		Sol o valor patrimonial de carga líquida de OD recebida diretamente à Ch Sup	-	-
1146-FAdm/SCmt/Cmt 2º BI AMV	 recebimento de carga líquida (óleo diesel bs10) - PCA 2º BI Amv	23 jun.	-23	ST Richardson	ACOMPANHAR	Cl III - Comb		Sol o valor patrimonial de carga líquida de OD recebida para a Ch Sup	-	5636-E-4/EMG/Cmdo Bda Inf Amv
14009-CL IX_Moto/CMat/COLOG	Div Moto - transferência de propriedade de viaturas	23 jun.	-23	ST Valter	ACOMPANHAR	NOVOS MEM		Emissão de novo Termo de Doação com os dados atualizados da autoridade competente, em decorrência da substituição do Ordenador de Despesas do Centro de Obtenções do Exército (COEx). Vtr Adm FIAT TITANO do SisFPC - B Adm Cpv		
5459-E-7/EMG/Cmdo Bda Inf Amv	Indicação de Amigo da Bda Amv 2026 	24 jun.	-22	Maj Filipe	RESOLVIDO	-		"Personalidades indicadas pela Sec Log:
1) Thiago Vieira - Funcionário Público Municipal
2) Fernanda Oliveira Waisman - Assessora de secretaria na Secretaria de Cultura e Turismo (Banheiro químico Sml Viva)

Instituição indicadas pela Sec Log:
- Corpo de Bombeiros Militar - Unidade Caçapava/SP."	-	5620-E-4/EMG/Cmdo Bda Inf Amv
2764-E4/2ª DE	ajuste dos valores patrimoniais de itens com valores irrisórios - resposta (16 JUN 26	24 jun.	-22	Ten Glauco	RESOLVIDO	Patrimônio		Resposta da 2ª DE (Consc Situacional) informando que encaminhou ao CMSE as informações das OMDS desta Bda Inf Amv contida no DIEx nº 5481-E4, de 17 JUN 26.	-	-
2753-E4/2ª DE	MEM Cl IX (Moto) - solicitação de Viatura Transporte Não Especializado (Até 1,5t) para a Bda Inf Amv (Vtr Marruá) - (resposta)	24 jun.	-22	ST Valter	Missão Cmt Bda	NOVOS MEM		"DIEx originário - 2483-E-4/EMG/Cmdo Bda Inf Amv

Resposta ao DIEx 2862-E4.5/4ª Seç/CMSE, 30 ABR 26, que solicita gestões para a aquisição ou remanejamento de Viaturas de Transporte Não Especializado (VTNE) de até1,5t (Marruá AM 11, AM 21 e AM31) para as OMDS da Bda Inf Amv, informo que, diante do atualcenário de restrição de recursos orçamentários, este ODG não dispõe de recursos imediatos paraatender o pleito."	-	DIEx nº 2862-E4.5/4ª Seç/CMSE, de 30 ABR 26.
"2807-E4/2ª DE

 12206-Escalão Logístico/2ªRM"	Boletim Técnico Logístico (BT Log) nº 10 - C Mat, de 12 JUN 26 - encaminhamento	24 jun.	-22	Maj Filipe	ACOMPANHAR	Cl IX		(BT Log) nº 10 - C Mat, de 12 JUN26, constante do anexo, que apresenta disposições acerca do armazenamento e da manutençãode viaturas indisponíveis	5688-E-4/EMG/Cmdo Bda Inf Amv	-
1316-COL/22º B Log Amv	Solicitação de recursos para aquisição de licença do software AUDATEX.	24 jun.	-22	Maj Filipe	ACOMPANHAR	Orçamentário		1. aquisição de licença de uso do software Audatex, pelo período de 12 (doze) meses,ferramenta  indispensável  para  a  realização  de  pesquisas  de  preços  e  padronização  deorçamentos de manutenção veicular	-	5667-E-10/EMG/Cmdo Bda Inf Amv
3026-S4/6° BI Amv	Necessidade de carga líquida (SOLICITAÇÃO)	24 jun.	-22	ST Richardson	ACOMPANHAR	Cl III - Comb		O 6º BI Amv solicita encaminhar à Chefia de Suprimento, a necessidade de carga líquida para o Posto Central de Abastecimento - Necessidade de 10.000 L de OD.		
"1336-COL/22º B Log Amv

1166-COL/22º B Log Amv"	Relatório de capacitação da Viatura MBB Atego 1725 (VTNE 5 t 4x4)	25 jun.	-21	ST Valter	RESOLVIDO	Mnt		Relatório do curso Rlz no 22º B Log Amv	-	-
871-S/4/CMDO	Solicitação de combustível para apoio ao Curso de Piloto de Combate	25 jun.	-21	ST Richardson	RESOLVIDO	Cl III - Comb		"Disponibilização de combustível para atendimento das demandas de apoio ao Curso de Piloto de Combate e do evento ""Conheça o seu Exército""
- OD: 740 L 
- Gasolina: 20 L

2. Rlz a transferência parcial das necessidades do Esqd"	-	5662-E-4/EMG/Cmdo Bda Inf Amv
4922-E-4/EMG/Cmdo Bda Inf Amv	IAUEx	25 jun.	-21	Maj Filipe	RESOLVIDO	-		Inspeção no 1º Esqd C Amv	-	-
5691-E-4/EMG/Cmdo Bda Inf Amv	Classe V - munição - calendário de obrigações - Jun	26 jun.	-20	ST Richardson	RESOLVIDO	Cl V		"- 20º GAC Amv Ok
- 22º B Log Amv ok
- 12ª Cia E - ok
- 12ª Cia Com - ok
- Cia Cmdo - ok
- 6º BI Amv - ok
- 1º Esqd C Amv - ok
- 5ª Bia AAAe Amv - ok
- 2º BI Amv - ok
- 5º Bi Amv - ok
- 2ª Cia Prec - ok"	-	5908-E-4/EMG/Cmdo Bda Inf Amv
5692-E-4/EMG/Cmdo Bda Inf Am	 Classe IX - Moto, acidente com viaturas - calendário de obrigações - Junho	26 jun.	-20	ST Valter	RESOLVIDO	Cl IX			-	5838-E-4/EMG/Cmdo Bda Inf Amv
831-SCpc/DME	readequação do período da Visita de Orientação Técnica (VOT) do Dir Mat Eng na áreado Comando Militar do Sudeste (CMSE	26 jun.	-20	Maj Filipe	PRAZO DE RESPOSTA	-		"- A DME aprova a nova data proposta, no período de 27 a 31 JUL 26 
- Ratificar ou retificar"	5494-E-4/EMG/Cmdo Bda Inf Amv	
 12350-Escalão Logístico/2ªRM	Cl IX Moto – Ordem de Fornecimento nº 0207/26 - C Mat_Amv	26 jun.	-20	ST Valter	Missão Cmt Bda	Cl IX		"Redistribuir as 12 Motocicletas do Cmdo Bda para as OMDS antes de Rlz a apanha

A 2ª RM Sol a alteração da ODF"		"5772-E-4/EMG/Cmdo Bda Inf Amv

13130-Escalão Logístico/2ªRM"
3198-SFPC/Cmdo Bda Inf Amv/Bda Inf Amv	transferência de viaturas SFPC	26 jun.	-20	ST Valter	ACOMPANHAR	Cl IX		Verificar com o Cmt qual será o encaminhamento dessa Vtr		
 2876-E4/2ª DE	Boletins Técnicos - Saúde Operacional e DQBRN - Cl VIII - Saúde (encaminhamento)	26 jun.	-20	ST Richardson	ACOMPANHAR	Cl VIII - Sau		 Boletins Técnicos com apadronização dos equipamentos e insumos (Classe VIII) para emprego na estruturação do apoiode Saúde Operacional e Assistencia	5787-E-4/EMG/Cmdo Bda Inf Amv	-
2865-E4/2ª DE	Transferência de saldo contábil de carga líquida recebida em OM PCA (148-26)	26 jun.	-20	ST Richardson	ACOMPANHAR	Cl III - Comb		Há somente um lançamento do 2º BI Amv de 5.000 l OD	5770-E-4/EMG/Cmdo Bda Inf Amv	
 2889-E6/2ª DE	Exc Cj PERSEU 2026 - produtos de geoinformação para Simulação Construtiva -Encaminhamento	26 jun.	-20	Maj Filipe	ACOMPANHAR	PREPARO F TER		 o referido material é destinado ao uso, excluisvo, em sistemasdesimulação (Combater, SIS-ASTROS etc), não devendo ser utilizado por tropas no terreno, porsetratar de cartas temáticas de simulação		
2851-E4/2ª DE	Processo de descarga e desrelacionamento - alteração de procedimentos	26 jun.	-20	ST Richardson	ACOMPANHAR	Desfazimento		à partir da presente data, todos os processo referentes à descarga edesrelacionamento de Material de Emprego Militar (MEM), da Classe V/Armt, remetidos a este GCmdo, deverão ser realizados, em sua totalidade, no SPED 3.0		
471-4ª Sec/5ª Bia AAAe Am	Atualização na disponibilidade do Radar SABER M60 2.0 Nr 0055	26 jun.	-20	ST Valter	ACOMPANHAR	Mnt		"- Placa Serial da UV 01 está queimada, o que inviabiliza aconexão e que seja carregada pela bobina

- Radar funciona com restrição - Funciona apena na Rede Elétrica AC

- UV 01 com a Placa Serial Queimada eUV 02 com defeito na BIOS (jáinformado anteriormente)"		
3103-S4/6° BI Amv	distribuição de ração operacioanal	26 jun.	-20	ST Richardson	ACOMPANHAR	Cl I		"Sol do 6ºBI Amv para receber uma Qtd menor de ração
Verificar o motivo do recebimento a mais e se haverá a mesma situação em outras OM da Bda"		
3030-2ª Cia Prec	Apoio ao Curso de Piloto de Combate - CPC 2026 (RESPOSTA)Documento Protocolado	27 jun.	-19	Maj Filipe	RESOLVIDO	Cl V		"1. Sol MEM Cl V:
a. Explosivos - 12ª Cia E
b. Mun e Armt - 5º BI Amv, 6º BI Amv e Cia Cmdo
c. 35 L Gas - 5662-E-4/EMG/Cmdo Bda Inf Amv

2. Rlz o Remanejamento de Gas para Cia Prec
3. Cia Cmdo - 08 (oito) Pistolas Imbel GC MD1 9mm e 36 (trinta e seis) carregadores de pistola
4. O 5º BI Amv ficou de Ap com 2.000 Mun 5,56 mm ft
5. O 6º BI Amv irá Ap com VTNE 5 Ton e 35 L"	5629-E-4/EMG/Cmdo Bda Inf Amv	5662-E-4/EMG/Cmdo Bda Inf Amv
2581-E4/2ª DE	exposição de material para visita da delegação do Curso da Escola Internacional deGuerra de Camarões	29 jun.	-17	Ten Glauco	RESOLVIDO	MEM		"Visita de delegação do Curso da Escola Internacional deGuerra de Camarões, ao Comando Militar do Sudeste, no dia 29 JUN 26

 2ª Cia Prec: Não irá participar, pois estará Ap o CPC"	57-Nu 2ª Cia Prec	2804-E4/2ª DE
2752-E4/2ª DE	8º Uniforme - Camisa bege meia-manga (encaminhamento)	29 jun.	-17	Maj Filipe	RESOLVIDO	Cl II		Situação de definição do novo uniforme, deve ser obigatório somente em 2029	5797-E-4/EMG/Cmdo Bda Inf Amv	-
12412-Escalão Logístico/2ªRM	orientações para prevenção da Febre Maculosa Brasileira	29 jun.	-17	Maj Filipe	RESOLVIDO	Cl VIII - Sau		possível caso de Febre Maculosa Brasileira (FMB) em militar na cidade de Jundiaí-SP	-	-
 2863-E4/2ª DE	Cl VI - Preenchimento de pesquisa sobre Rede de Camuflagem	29 jun.	-17	ST Valter	RESOLVIDO	Cl VI		- 5ª Bia Ok	5726-E-4/EMG/Cmdo Bda Inf Amv	Confeccionado DIEx de resposta
793-S4/Pel Cmd /12ª Cia E Cmb Amv	Op Mantença - necessidade de suprimento	29 jun.	-17	ST Valter	RESOLVIDO	Mnt		Sol de Ap Dto do 2º B Log para a 12ª Cia E - confeccionar DIEx para a 2ª DE	-	5800-E-4/EMG/Cmdo Bda Inf Amv
12390-Escalão Logístico/2ªRM	2ª Reunião de Coordenação Logística do COLOG	29 jun.	-17	Maj Filipe	RESOLVIDO	Orçamentário		Situação de restrições orçamentárias	5799-E-4/EMG/Cmdo Bda Inf Amv	-
"5486-E-3/EMG/Cmdo Bda Inf Amv

3290-SPE/DE/ ECEME"	solicitação de remessa de questionários para Artigo Científico - Cel GUEDES(encaminho)	29 jun.	-17	Maj Filipe	PRAZO DE RESPOSTA	PREPARO F TER		Confeccionar resposta de questionário		
293-COL/22º B Log Am	Ordem de Operações e Cronograma da Inspeção Técnica e Apoio Direto - 2026	29 jun.	-17	ST Valter	EVENTO	Mnt		- Ap Dto 22º B Log Amv ao 20º GAC Amv		-
7495-SS_SUP/E4/CML	classe III - solicitação de apoio institucional - Exposição no I Simpósio de SegurançaPública de Vassouras	29 jun.	-17	ST Richardson	ACOMPANHAR	Cl III - Comb		Cobrar o abastecimento das Vtr do 1º Esqd - 150 L OD	4929-E-4/EMG/Cmdo Bda Inf Amv	
3239-Seç Sup Cl II/COS/2º B Sup	Resposta: Classe II - Agendamento para retirada de material ODF 297	29 jun.	-17	Ten Glauco	ACOMPANHAR	Cl II		O 2º B Sup informo e confirma o agendamento para 29 JUN 26, a apanha dos materiais Cl II (materiais de campo - ODF 297) pela Cia C Bda Inf Amv.		
 11762-Escalão Logístico/2ªRM	C Mat/COLOG - Instrução sobre procedimentos para transferência de viatura do CNPJdo Comando do Exército para outra Organização Militar - circula	29 jun.	-17	ST Valter	ACOMPANHAR	NOVOS MEM		Orientações dos procedimentos necessários para a transferência de propriedade de viaturas registradas no Detran/DF, cujo CNPJ de origem seja o do Comando do Exército, para outros Departamentos Estaduais de Trânsito.		
1950-FISC/DA/BASE ADM	Solicitação de análise e processamento de despesas de exercícios anteriores (DEA) -Cap Magalhães (20º GAC Amv)	29 jun.	-17	Ten Glauco	ACOMPANHAR	Orçamentário		Processo de despesas de exercícios anteriores (DEA) - transporte de bagagem na mesma sede do Cap Magalhães, do 20º GAC Amv. DIEx encaminhado à Bda Inf Amv para fins de consciência situacional e enviado para a 2ª RM.	-	-
3103-S4/6° BI Amv	distribuição de ração operacioanal	29 jun.	-17	Ten Glauco	ACOMPANHAR	Cl II		O 6º BI Amv informa que não dispôe de espaço físico para armazenar 2959 Rações Operacionais Tipo R2 (ODF nº 404. Encaminhou DIEx ao Ch EM 2ª RM e a esta Bda Inf Amv. O 6º BI Amv solicita revisão e a atualização da quantidade para receber 1000 rações tipo R2.		
531-E4/2ª DE	Cl V - descentralização de recurso para Mnt Prev Armt	30 jun.	-16	ST Valter	RESOLVIDO	Cl V	30 jun.	"- Confeccionado Doc ao 22º B Log Amv
- O Ch COS Info que foi empenhado o recurso"	1129-E-4/EMG/Cmdo Bda Inf Amv	-
5816-E-3/EMG/Cmdo Bda Inf Amv	padronização de terminologia referente às atividades de preparo e emprego da ForçaTerrestre - encaminho	30 jun.	-16	Maj Filipe	RESOLVIDO	PREPARO F TER		"1. as atividades  detreinamento,  instrução  e  adestramento  tático  que  envolvam  tropa  noterreno, independentemente de seu nível (Subunidade, Unidade, Grande Unidade ou GrandeComando) e complexidade, deverão ser denominadas “EXERCÍCIO DE CAMPANHA"".

2. O termo “OPERAÇÃO”, empregado de forma isolada, fica reservado para designaratividades com emprego real da tropa"	-	-
auto	aquisição de cordas semiestáticas com certificação CE EN 1891 tipo A, NFPA 1983 eUIAA	30 jun.	-16	Ten Glauco	Missão Cmt Bda	Cl II		Cordas para Rapel no EBCA	5831-E-4/EMG/Cmdo Bda Inf Amv	
auto	dotação de material Cl II (Mochila de Grande Capacidade) – FT Itororó (SOLICITA)	30 jun.	-16	ST Valter	Missão Cmt Bda	Cl II		Sol 810 Mochilas GC para a FORPRON	-	"5829-E-4/EMG/Cmdo Bda Inf Amv, de 01 JUL 26
e
2945-E4/2ª DE"
1262-FAdm/SCmt/Cmt 2º BI AMV	Classe III - Determinação de taxa de evaporação em PCA 2º BI AMV - RETIFICAÇÃO	30 jun.	-16	ST Richardson	ACOMPANHAR	Cl III - Comb		"Correção do processo de medição do combustível pelo 2º Bi Amv
- A OM Rlz a limpeza do tanque de OD"		
1556-E4/2ª DE	Classe II: preparação PRDU/ 2027 (e-PRDU) e IAUEx 2026	30 jun.	-16	Maj Filipe	ACOMPANHAR	Cl II		"1. Prazo para terminar a IAUEx - 3179-E-4/EMG/Cmdo Bda Inf Amv

- 20º GAC - falta assinar e anexos
- 5º BI Amv - faltam anexos
- 2º BI Amv - falta o relatório
- 12º Pel PE - faltam anexos
- 5ª Bia AAAe Amv - Ok
- Cia Cmdo - faltam os anexos
- 12ª Cia Com - Ok"		
2767-E3/E5/2ª DE	"orientações para a circulação de comboios pela Grande São Paulo e capital -
Encaminhamento"	30 jun.	-16	ST Valter	ACOMPANHAR	Trnp		"não transitar nos
horários de maior intensidade de tráfego, nos períodos de 07:00h às 10:00h e 17:00h às 20:00h"		-
